Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,TotalSpent_RM,Num_of_Baskets,Day,Time_Of_The_Day,temp,feelslike,dew,humidity,precip,precipprob,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,buyDrink
0,0,1,24,1,3,1,1,2,6,0,10,1,0,0,1,1,26,5,1,3,2,27,27,53,1316,0,0,1,3,6,8,79,25,53,0,13,0,1,1
2,1,1,25,0,1,0,3,1,5,1,15,0,1,1,0,2,19,3,0,2,0,104,125,25,63,0,0,1,3,86,90,61,25,111,1037,32,9,1,0
1,0,2,24,1,1,0,11,1,1,0,15,0,1,1,1,1,32,14,1,5,2,59,83,42,586,0,0,1,3,74,321,51,6,88,853,24,7,1,0
1,1,2,31,0,3,1,7,0,8,1,6,1,0,3,2,1,48,8,0,4,1,56,89,54,797,0,0,1,3,37,202,51,25,84,102,2,0,1,1
3,1,2,40,1,1,1,3,2,5,1,1,0,2,2,3,1,10,3,0,1,3,38,51,42,840,0,0,1,3,43,308,58,25,88,0,13,0,1,0
4,0,2,6,0,1,0,0,1,0,0,3,0,1,1,0,2,19,4,1,1,2,27,27,53,1316,0,0,1,3,47,324,51,25,53,0,13,0,1,1
0,1,0,4,0,4,1,10,0,5,0,14,1,1,1,3,0,6,10,0,4,1,46,79,63,1110,0,0,1,3,56,301,51,42,51,111,2,0,0,1
3,1,0,27,1,2,1,4,2,7,0,0,0,0,0,0,1,33,10,1,5,2,28,28,63,1543,0,0,1,3,9,8,51,25,50,0,13,0,1,1
2,0,0,22,1,2,1,9,1,4,0,15,1,2,3,2,1,44,9,2,5,2,25,25,58,1501,0,0,1,3,42,219,39,25,51,274,7,2,1,1
2,2,2,12,0,1,2,9,0,0,1,13,1,1,3,0,0,2,6,1,6,2,27,27,54,1328,0,0,1,3,35,39,35,26,12,0,13,0,1,1
0,0,1,22,0,1,0,9,3,10,1,12,1,1,3,2,0,27,14,1,3,2,27,27,53,1320,0,0,1,3,54,217,51,25,87,0,13,0,1,1
2,1,2,31,1,4,0,3,3,9,1,15,0,1,0,0,1,34,7,0,0,2,27,27,46,1160,0,0,1,3,55,6,51,25,61,0,13,0,1,1
0,1,1,19,0,1,0,9,0,0,1,15,0,1,1,0,1,5,13,0,2,0,67,127,73,912,0,0,1,3,77,203,51,0,4,577,16,4,1,1
4,1,2,22,2,5,0,8,0,9,1,12,0,1,3,1,0,21,7,1,0,3,36,51,51,1047,0,0,1,3,109,39,44,25,87,0,13,0,1,1
3,1,1,15,1,2,0,3,0,2,1,14,1,1,2,3,0,33,8,2,4,2,28,28,60,1443,0,0,1,3,38,349,40,25,70,0,13,0,1,1
0,0,1,10,0,2,2,11,2,3,0,4,0,0,3,0,0,4,0,0,4,1,27,27,63,1586,0,0,1,3,38,163,51,25,78,128,2,1,1,1
3,0,1,22,0,1,0,0,0,5,0,3,0,1,2,0,0,37,6,2,2,2,53,83,53,814,0,0,1,3,36,103,51,25,88,351,9,2,1,0
1,0,3,40,0,3,1,6,1,0,0,11,0,1,2,0,1,18,14,0,2,0,90,141,56,386,0,0,1,3,112,281,51,25,88,379,10,3,1,1
3,0,0,32,0,3,1,6,1,11,0,7,1,0,2,1,0,0,3,0,6,2,27,27,53,1316,0,0,1,3,1,3,51,25,69,19,0,0,1,1
1,1,1,6,0,3,0,5,0,6,1,8,0,1,0,1,1,19,5,2,4,2,48,73,52,854,0,0,1,3,0,0,51,25,88,326,8,2,1,1
1,1,2,27,0,1,1,3,1,3,1,0,0,0,0,1,0,10,9,1,2,2,17,17,53,1582,0,0,1,3,25,339,51,25,61,22,1,0,1,1
3,1,0,22,2,1,2,0,0,0,1,0,0,1,0,1,0,29,5,0,0,0,91,137,53,346,0,0,1,3,141,140,51,47,7,1005,30,8,0,1
2,2,0,22,0,1,0,9,0,5,1,6,1,1,0,3,0,48,7,1,4,0,106,136,33,80,0,0,1,3,51,54,51,25,88,946,27,8,1,1
1,0,0,17,0,2,1,5,1,10,0,2,0,1,2,2,1,49,3,0,6,0,75,105,43,415,0,0,1,3,102,32,51,25,88,1012,31,9,1,1
2,2,0,39,0,3,1,4,0,8,0,0,0,0,0,3,1,16,0,0,4,2,87,132,53,384,0,0,1,3,59,323,51,25,88,1011,31,9,1,1
1,0,2,31,0,2,1,6,3,12,1,15,0,1,2,3,1,39,7,0,3,0,9,9,53,1673,0,0,1,3,112,307,51,40,1,267,6,2,0,1
3,1,2,28,1,0,1,10,0,11,0,5,1,1,1,3,0,20,13,2,2,2,26,26,53,1341,0,0,1,3,0,0,51,25,41,0,13,0,1,1
3,1,1,7,0,3,1,4,0,5,0,5,1,0,0,3,0,14,2,2,3,2,57,89,53,757,0,0,1,3,37,145,51,25,79,588,16,4,1,1
0,0,0,13,1,1,1,3,0,1,0,12,1,0,3,1,0,30,7,2,3,1,20,20,35,1040,0,0,1,3,189,252,51,25,43,110,2,0,1,1
0,1,1,21,1,4,1,2,2,7,0,6,1,0,3,2,1,19,8,2,5,2,27,27,52,1277,0,0,1,3,54,311,51,25,53,81,1,0,1,1
0,0,1,42,1,1,1,1,0,5,0,3,0,1,3,1,1,48,3,0,4,3,36,57,62,1322,0,0,1,3,3,18,51,25,40,0,13,0,1,1
3,0,1,22,1,2,0,8,0,2,0,0,0,2,1,0,0,43,11,1,0,3,57,89,53,772,0,0,1,3,19,91,51,26,20,0,13,0,1,1
2,0,2,11,0,1,1,9,2,7,1,14,0,0,2,2,0,10,6,1,0,0,77,99,34,273,0,0,1,3,37,335,51,25,88,912,26,7,1,1
4,2,1,35,0,1,1,9,0,2,1,14,1,1,1,2,2,3,5,1,6,0,82,124,53,446,0,0,1,3,134,164,12,32,20,324,8,2,0,1
0,0,2,0,1,2,0,8,2,9,0,1,1,0,3,3,1,11,10,1,1,0,104,146,45,154,0,0,1,3,44,258,51,25,88,826,24,7,1,1
3,1,1,40,1,1,1,3,1,10,0,6,0,1,0,1,1,38,6,0,6,2,38,39,10,345,0,0,1,3,33,41,51,25,88,691,19,5,1,1
1,1,1,8,0,3,1,10,0,2,0,12,0,1,2,3,1,45,14,0,3,2,28,28,61,1487,0,0,1,3,22,61,51,25,52,0,13,0,1,1
2,0,2,24,0,1,1,9,1,4,0,0,1,1,2,2,1,5,5,0,5,2,66,89,40,465,0,0,1,3,126,51,51,5,79,1089,36,10,1,1
4,0,3,27,0,1,0,8,3,12,1,8,1,2,1,1,0,45,14,2,5,2,27,27,53,1329,0,0,1,3,36,28,51,26,12,0,13,0,1,1
2,1,2,20,0,0,1,0,0,9,1,14,0,1,0,3,0,4,11,0,6,3,57,98,63,907,0,0,1,3,57,299,51,25,88,0,13,0,1,1
3,0,0,41,0,2,0,10,2,4,1,1,0,1,1,3,0,9,5,2,3,0,87,73,2,4,0,0,1,3,135,49,51,25,88,1087,36,10,1,1
1,1,1,38,0,3,2,2,1,12,1,5,1,1,1,2,1,28,4,1,6,3,36,52,53,1131,0,0,1,3,12,313,73,25,81,0,13,0,1,0
3,1,2,33,2,2,0,10,2,7,0,7,1,2,1,1,1,15,12,2,2,3,25,25,58,1466,0,0,1,3,6,45,60,25,75,0,13,0,1,1
0,1,1,22,0,2,1,9,2,5,0,2,1,1,1,3,0,1,2,1,1,2,19,19,52,1469,0,0,1,3,11,10,51,25,61,0,13,0,1,1
2,0,2,20,0,0,1,3,0,6,1,3,0,1,2,2,1,11,0,1,2,2,46,65,44,792,0,0,1,3,4,341,51,25,79,0,13,0,1,1
4,1,2,32,0,1,0,4,0,10,1,12,1,1,3,3,0,30,6,1,0,3,37,54,55,1135,0,0,1,3,76,13,46,25,73,0,13,0,1,1
2,1,2,35,0,0,0,6,2,8,0,14,0,0,2,1,0,44,13,1,4,0,32,32,63,1435,0,0,1,3,192,237,51,41,11,583,16,4,0,0
2,0,2,3,1,3,0,2,2,2,1,10,0,1,2,1,0,49,6,2,2,1,86,121,44,292,0,0,1,3,110,240,51,25,88,176,4,1,1,1
1,1,2,34,1,4,0,7,2,10,0,9,1,1,3,0,0,12,0,2,1,2,56,66,25,389,0,0,1,3,72,49,51,25,88,740,21,6,1,1
3,0,0,6,0,0,2,9,1,5,0,14,0,0,1,3,1,21,13,1,4,2,73,87,25,221,0,0,1,3,46,102,51,25,88,1076,34,10,1,0
3,0,2,29,1,3,1,5,2,8,1,0,1,1,2,2,1,1,14,2,5,2,45,68,52,921,0,0,1,3,51,359,76,25,70,0,13,0,1,1
2,1,0,34,1,4,0,0,1,9,0,12,1,0,1,2,0,23,6,2,4,0,96,122,32,117,0,0,1,3,50,202,51,25,88,1071,34,9,1,1
3,1,0,40,2,4,1,6,2,12,1,5,1,0,3,3,1,0,9,2,1,2,8,8,41,1498,0,0,1,3,10,9,39,25,62,0,13,0,1,1
2,0,2,19,1,1,0,10,1,11,1,5,1,0,2,2,1,42,14,1,0,2,16,16,43,1351,0,0,1,3,41,125,63,25,35,377,10,3,1,0
1,1,2,34,1,3,2,0,3,7,0,14,0,0,1,3,1,38,7,1,3,2,17,17,43,1309,0,0,1,3,48,314,51,25,61,0,13,0,1,1
0,1,2,22,0,1,0,6,1,11,1,0,1,0,2,1,0,25,11,2,3,2,27,27,53,1329,0,0,1,3,36,169,51,25,87,0,13,0,1,1
1,1,2,8,1,4,0,2,1,10,1,14,1,1,0,0,1,1,12,1,0,1,37,59,63,1300,13,1,0,3,4,12,51,17,42,0,13,0,3,0
2,0,0,33,0,1,0,6,0,10,1,0,0,1,2,1,0,18,5,1,0,1,41,61,53,995,0,0,1,3,43,2,51,25,88,0,13,0,1,0
2,0,2,37,1,1,0,0,2,6,1,6,0,1,2,3,1,35,11,0,0,1,38,51,46,945,0,0,1,3,70,313,58,25,51,0,13,0,1,0
2,1,0,12,1,1,1,0,0,4,0,9,1,0,2,0,1,41,5,0,3,0,76,108,44,399,0,0,1,3,144,34,51,25,88,888,25,7,1,1
1,1,0,31,0,3,1,3,1,11,1,4,1,0,1,0,1,11,3,1,1,2,18,18,52,1502,0,0,1,3,47,148,51,25,79,0,13,0,1,1
0,1,0,6,1,0,0,4,0,0,0,4,0,1,3,1,0,49,10,1,2,2,63,96,51,671,0,0,1,3,106,320,93,25,88,959,28,8,1,1
2,1,2,14,1,4,1,9,0,10,0,14,0,0,1,3,2,15,3,0,3,2,6,6,24,1129,0,0,1,3,25,30,65,25,61,388,10,3,1,0
3,1,2,35,0,2,1,8,1,7,0,2,1,1,0,0,1,35,7,2,4,2,76,106,43,382,0,0,1,3,54,15,44,25,111,838,24,7,1,1
1,2,0,27,1,1,0,7,3,4,0,1,0,0,0,2,1,10,7,0,6,0,65,102,54,690,0,0,1,3,73,283,51,25,88,398,10,3,1,1
0,0,1,28,1,0,0,0,1,7,1,15,0,0,1,0,1,6,8,0,3,2,27,27,53,1329,0,0,1,3,36,169,51,25,87,0,13,0,1,1
0,1,1,10,0,1,0,4,2,1,0,14,1,0,1,2,1,1,3,2,4,1,31,31,54,1224,0,0,1,3,8,335,51,25,88,191,4,1,1,1
3,0,0,22,0,2,1,10,0,10,0,1,0,0,2,0,2,16,0,0,6,1,18,18,54,1583,0,0,1,3,27,15,51,25,79,0,13,0,1,1
2,0,0,28,2,1,0,9,1,8,0,0,0,1,3,0,0,28,10,0,1,3,15,15,45,1397,0,0,1,3,92,29,59,25,78,0,13,0,1,1
0,1,2,14,1,0,1,8,2,3,1,11,0,0,2,3,1,30,2,0,6,0,105,143,40,114,0,0,1,3,58,154,29,22,98,861,24,7,1,0
2,1,0,22,0,0,1,3,2,0,0,6,0,1,2,0,2,49,12,2,2,0,87,132,53,384,0,0,1,3,67,18,51,25,88,518,14,4,1,1
2,1,0,21,0,2,1,0,0,8,1,13,1,1,1,0,1,39,13,1,3,2,75,66,4,24,0,0,1,3,95,42,85,21,98,1052,33,9,1,1
3,1,1,27,0,4,0,9,0,7,0,14,1,1,2,1,1,46,10,0,4,3,34,51,60,1336,0,0,1,3,20,300,67,25,35,0,13,0,1,1
1,1,1,22,0,0,1,8,2,7,1,2,1,0,2,0,0,34,0,0,2,1,84,101,27,157,0,0,1,3,73,70,51,25,88,6,0,0,1,0
3,0,0,36,2,3,0,10,2,9,1,0,1,0,2,0,1,9,5,2,2,2,67,102,51,602,0,0,1,3,53,90,51,25,88,859,24,7,1,0
2,0,0,39,1,2,1,10,2,4,1,9,1,1,1,1,1,35,0,1,1,2,27,27,32,857,0,0,1,3,29,195,51,25,70,716,20,5,1,1
0,1,0,21,1,1,0,8,1,1,0,0,0,0,2,1,0,23,10,1,5,0,97,134,43,183,0,0,1,3,60,40,51,25,88,476,13,3,1,1
3,1,0,3,1,2,1,10,0,3,0,2,0,1,0,2,1,27,0,2,4,2,26,26,51,1298,0,0,1,3,43,317,29,23,69,0,13,0,1,1
1,0,0,29,0,1,1,7,2,7,1,9,1,1,3,2,1,35,2,1,6,2,17,17,32,1038,0,0,1,3,24,331,51,25,79,0,13,0,1,1
3,0,2,10,0,2,1,6,2,0,1,8,0,0,1,0,0,8,9,0,6,0,106,112,12,12,0,0,1,3,86,45,51,25,88,983,29,8,1,1
0,0,1,35,1,4,0,9,0,4,1,10,1,1,1,0,2,6,12,1,3,2,27,27,53,1329,0,0,1,3,36,169,51,25,87,0,13,0,1,1
4,1,2,31,1,3,0,11,3,6,2,12,1,0,1,0,1,14,0,1,5,0,104,147,46,161,0,0,1,3,91,182,33,25,114,969,29,8,1,1
3,1,3,6,1,1,1,5,0,12,0,15,1,0,2,3,0,46,3,0,3,2,16,16,53,1613,0,0,1,3,25,327,49,25,61,173,3,1,1,1
3,1,2,33,2,1,2,1,2,1,0,6,1,0,2,3,1,30,6,0,4,2,37,53,52,1042,0,0,1,3,31,349,51,25,79,0,13,0,1,1
2,1,2,11,1,0,0,1,1,2,1,13,0,0,0,0,0,42,5,0,5,2,17,17,32,1035,0,0,1,3,49,63,51,25,70,0,13,0,1,1
2,1,2,35,1,0,1,2,2,9,1,12,1,1,1,0,2,40,0,0,2,1,57,82,45,680,0,0,1,3,105,271,51,25,88,5,0,0,1,1
3,0,0,21,1,2,0,7,1,2,0,3,0,1,0,3,1,4,14,2,3,1,67,114,63,769,0,0,1,3,77,243,16,25,97,367,9,3,1,1
3,1,1,0,0,0,0,3,0,10,0,11,0,0,3,0,1,24,4,1,6,2,18,18,53,1544,0,0,1,3,16,314,51,25,50,0,13,0,1,1
2,0,1,23,0,1,2,9,0,10,1,0,0,0,0,3,0,28,4,2,2,2,75,115,53,550,0,0,1,3,67,150,52,25,92,450,12,3,1,1
3,0,1,30,0,3,1,0,0,1,0,4,1,1,2,1,0,30,11,1,6,2,27,27,16,594,0,0,1,3,26,12,51,25,79,0,13,0,1,1
1,1,0,28,1,0,0,6,0,11,1,7,0,0,3,0,1,40,11,1,4,2,29,29,64,1525,0,0,1,3,4,26,68,25,52,0,13,0,1,1
1,2,2,9,0,3,1,1,3,4,0,13,1,0,3,3,0,20,8,1,0,2,45,74,61,1083,0,0,1,3,25,276,55,25,78,535,14,4,1,1
0,1,2,25,1,3,1,3,0,9,0,6,1,1,1,1,0,22,13,1,2,1,17,17,53,1582,0,0,1,3,36,75,51,42,69,101,2,0,0,1
3,0,3,29,0,1,0,9,0,9,1,6,0,1,2,3,0,31,0,0,5,1,35,51,54,1148,0,0,1,3,93,19,36,25,87,0,13,0,1,1
3,1,2,11,0,0,1,10,1,9,1,3,0,0,2,0,1,44,11,0,0,3,19,19,53,1502,0,0,1,3,2,351,51,25,70,0,13,0,1,1
3,0,0,27,1,2,1,2,2,10,0,11,0,0,1,2,1,26,10,0,6,2,18,18,52,1527,0,0,1,3,22,34,51,25,42,0,13,0,1,1
1,0,1,25,0,1,0,9,1,0,0,0,0,1,0,0,1,25,5,0,4,0,96,158,63,411,0,0,1,3,52,292,51,25,88,913,26,7,1,1
3,0,0,13,0,3,0,0,0,11,1,10,0,0,2,0,1,37,10,2,1,2,29,29,52,1205,0,0,1,3,17,8,51,25,79,474,12,3,1,1
1,1,2,16,0,1,1,1,1,10,1,2,0,0,3,2,1,10,9,2,6,0,97,108,19,50,0,0,1,3,112,52,51,25,88,1016,31,9,1,1
3,0,0,33,1,4,1,9,0,1,1,15,1,0,1,2,0,49,9,0,5,0,94,113,27,103,0,0,1,3,79,354,51,25,88,992,30,8,1,1
0,0,1,22,0,1,0,9,0,10,1,15,1,1,3,3,0,1,0,1,3,2,37,53,53,1093,0,0,1,3,92,61,51,25,87,0,13,0,1,1
4,1,1,7,2,4,1,4,2,1,0,11,0,0,3,2,1,36,12,2,0,2,17,17,52,1532,0,0,1,3,57,319,51,25,26,21,1,0,1,1
2,1,2,42,0,0,1,7,3,9,2,15,1,0,3,1,0,8,8,1,3,2,28,28,43,1041,0,0,1,3,78,333,51,25,61,0,13,0,1,0
0,2,0,23,0,1,2,1,0,0,1,13,1,1,0,0,0,16,14,2,3,2,27,27,57,1412,0,0,1,3,22,131,51,25,65,0,13,0,1,1
1,1,0,30,0,2,1,5,0,3,0,6,1,1,1,3,0,4,5,2,1,2,67,112,61,732,0,0,1,3,34,94,51,25,111,688,19,5,1,0
0,1,1,12,0,1,0,1,1,1,1,11,0,1,0,2,1,13,8,0,3,2,17,17,43,1309,0,0,1,3,16,342,51,25,70,77,1,0,1,1
2,1,1,32,1,4,0,9,1,1,1,0,0,0,1,0,0,25,10,2,2,3,56,96,63,934,0,0,1,3,71,296,51,25,88,0,13,0,1,1
0,0,1,3,0,0,2,9,2,8,1,12,1,1,1,3,1,18,13,0,0,1,75,126,62,674,0,0,1,3,89,143,28,25,88,0,13,0,1,1
1,0,0,23,0,3,1,5,2,8,1,12,0,1,3,2,0,7,8,0,1,2,55,85,52,782,0,0,1,3,89,300,58,25,106,515,14,4,1,1
1,0,1,30,1,3,1,2,0,2,1,12,1,1,0,0,1,14,3,0,4,3,46,79,63,1110,0,0,1,3,73,322,51,25,88,0,13,0,1,1
2,0,1,34,1,2,0,8,0,9,0,8,1,1,0,3,1,23,13,0,2,2,16,16,62,1678,0,0,1,3,18,159,51,40,24,0,13,0,0,1
2,1,2,19,0,4,1,0,0,9,0,0,0,0,2,2,1,32,4,2,4,0,66,93,43,509,0,0,1,3,94,175,51,42,88,280,7,2,0,1
3,0,2,24,0,1,0,7,1,7,1,10,0,1,1,0,0,21,13,1,1,1,67,112,60,719,0,0,1,3,91,286,51,25,79,7,0,0,1,1
2,1,2,42,1,2,1,6,0,10,0,4,1,0,0,2,1,6,5,0,3,2,28,28,53,1294,0,0,1,3,17,61,51,25,51,0,13,0,1,0
1,0,2,40,0,4,0,10,0,1,0,3,1,0,1,1,1,7,1,2,5,2,34,46,50,1077,0,0,1,3,55,129,51,25,88,609,16,5,1,0
4,1,2,25,0,1,2,1,0,0,1,8,0,2,0,0,0,10,6,2,1,0,82,129,57,493,0,0,1,3,166,249,51,25,63,682,18,5,1,0
3,1,0,27,1,2,1,1,2,6,1,9,1,1,3,0,0,7,14,2,4,0,97,144,52,263,0,0,1,3,73,284,51,25,88,866,25,7,1,1
0,1,2,7,1,0,0,7,2,4,0,5,0,0,3,1,0,13,10,2,2,2,26,26,52,1325,3,1,0,3,76,328,72,25,59,0,13,0,3,0
1,1,0,18,0,1,1,8,0,4,0,10,1,1,2,0,0,4,1,0,2,2,27,27,53,1316,0,0,1,3,11,8,51,25,51,0,13,0,1,1
2,1,2,22,2,4,1,6,1,12,1,1,1,0,3,2,0,19,5,1,3,0,90,129,46,274,0,0,1,3,99,244,51,25,88,809,23,6,1,1
3,0,0,25,0,3,2,10,3,10,1,2,1,0,3,1,0,29,8,0,1,0,96,113,24,81,0,0,1,3,116,71,51,25,88,721,20,6,1,1
2,1,0,31,0,4,2,4,0,9,1,15,1,0,0,2,0,14,5,1,5,2,27,27,50,1203,0,0,1,3,13,17,51,25,88,105,2,0,1,1
3,0,1,1,0,0,1,9,1,3,1,8,1,1,0,1,0,38,7,1,1,2,8,8,43,1579,0,0,1,3,36,336,51,25,61,0,13,0,1,1
0,0,1,21,1,2,0,0,3,6,2,15,1,0,0,3,0,24,14,0,3,2,27,27,53,1329,0,0,1,3,36,169,51,25,87,0,13,0,1,1
3,0,2,39,1,1,0,2,0,9,1,12,1,1,3,1,0,35,10,0,5,0,54,77,44,691,0,0,1,3,162,298,51,25,84,494,13,4,1,1
3,1,1,9,0,1,1,6,1,11,1,1,0,1,1,0,1,25,0,1,2,2,27,27,52,1294,0,0,1,3,40,193,51,25,51,0,13,0,1,1
3,0,2,35,0,1,0,3,1,10,0,0,0,1,2,3,0,24,9,2,1,3,17,17,53,1571,0,0,1,3,127,19,51,25,59,0,13,0,1,1
3,1,2,22,1,1,1,2,2,3,0,7,1,0,0,0,0,38,14,2,4,0,86,102,25,134,0,0,1,3,61,50,51,25,88,769,22,6,1,1
4,0,0,16,0,0,1,2,2,6,1,10,1,0,3,3,1,48,4,1,6,3,54,89,60,903,0,0,1,3,67,169,51,25,88,0,13,0,1,1
3,0,1,9,1,3,0,10,0,0,1,10,0,0,1,0,0,21,3,1,5,2,17,17,44,1344,0,0,1,3,49,314,51,25,79,42,1,0,1,0
2,1,3,18,0,0,1,0,2,11,0,11,0,1,2,1,2,15,5,1,6,0,106,113,13,13,3,1,0,3,116,85,42,21,112,740,21,6,3,1
3,1,0,22,1,3,0,11,3,10,1,13,1,1,2,2,0,49,1,1,0,0,86,111,34,204,0,0,1,3,145,247,51,25,88,735,20,6,1,1
0,1,2,22,1,2,0,8,0,12,1,13,1,1,2,2,1,43,11,1,5,0,67,115,63,765,0,0,1,3,55,162,51,46,4,496,13,4,0,1
0,1,1,4,0,3,0,5,1,12,1,11,1,1,1,1,1,15,2,1,6,0,87,132,53,384,0,0,1,3,112,149,51,25,88,522,14,4,1,1
3,0,1,38,0,1,2,10,1,7,0,3,0,0,3,0,1,43,13,0,5,2,27,27,50,1203,0,0,1,3,13,17,51,25,88,105,2,0,1,1
1,0,2,3,1,2,0,2,1,4,1,1,1,0,2,2,0,12,10,1,2,3,46,71,53,916,0,0,1,3,17,284,51,25,88,0,13,0,1,1
2,1,1,21,1,0,0,7,1,6,0,9,1,1,0,1,1,15,4,1,2,2,25,25,61,1585,45,1,0,3,4,328,40,25,70,0,13,0,3,1
0,0,1,18,0,1,0,9,1,10,1,12,1,1,3,0,0,10,7,0,3,2,27,27,53,1320,0,0,1,3,54,217,51,25,87,0,13,0,1,1
0,1,2,20,1,0,1,9,1,3,0,3,0,0,2,1,0,6,8,1,0,1,16,16,53,1627,0,0,1,3,25,98,51,40,80,2,0,0,0,1
3,0,1,16,1,1,1,10,3,10,0,10,1,0,3,1,1,10,10,0,6,2,25,25,60,1541,0,0,1,3,0,0,50,25,35,0,13,0,1,1
0,0,2,28,1,2,1,8,0,11,0,8,1,1,0,1,0,3,3,1,3,2,28,28,62,1531,0,0,1,3,0,0,51,25,16,0,13,0,1,1
1,0,1,30,1,3,0,2,1,7,0,4,0,0,3,1,0,31,5,2,0,2,17,17,41,1258,0,0,1,3,87,323,69,25,78,0,13,0,1,1
1,0,0,16,0,0,0,8,1,9,0,13,0,1,3,0,1,29,9,2,6,1,66,79,25,284,0,0,1,3,126,206,51,25,88,11,0,0,1,1
0,1,1,20,1,4,1,6,2,6,0,11,0,0,2,1,1,37,6,0,0,2,38,61,63,1301,0,0,1,3,51,191,51,25,69,479,13,3,1,0
3,0,1,41,0,1,0,0,1,3,0,13,0,1,3,2,0,14,10,1,6,2,85,119,43,298,0,0,1,3,60,81,67,23,102,790,22,6,1,0
3,0,1,9,1,3,0,10,1,9,1,8,0,1,0,3,1,13,4,1,2,2,75,114,51,501,0,0,1,3,38,308,79,25,97,410,10,3,1,1
3,0,2,24,1,4,1,3,0,3,0,0,0,0,3,0,1,27,4,1,3,2,18,18,52,1502,0,0,1,3,4,8,51,25,61,0,13,0,1,1
2,0,2,9,0,1,0,10,2,5,1,1,0,0,2,0,0,1,4,0,5,2,27,27,52,1294,0,0,1,3,39,311,51,25,79,0,13,0,1,1
2,1,0,27,0,0,1,1,2,9,0,12,1,1,3,3,0,4,12,1,2,2,19,19,42,1227,0,0,1,3,80,8,70,25,88,200,4,1,1,1
0,0,1,9,0,2,1,5,0,6,0,8,0,1,1,1,0,6,1,0,6,3,56,96,62,905,0,0,1,3,46,178,51,25,88,0,13,0,1,1
3,1,1,30,1,4,0,3,1,4,0,14,0,2,2,1,0,13,12,1,5,2,68,106,53,614,0,0,1,3,76,311,65,25,107,964,28,8,1,1
2,0,2,3,0,1,1,10,1,2,0,4,1,0,3,3,0,46,7,2,1,2,36,40,24,622,0,0,1,3,80,57,51,25,79,0,13,0,1,1
4,2,1,27,0,1,0,8,0,10,1,15,1,1,0,3,1,30,13,0,3,2,27,27,57,1412,0,0,1,3,22,131,51,25,65,0,13,0,1,0
1,1,2,34,1,3,1,2,2,8,1,10,1,1,1,3,0,10,10,0,1,2,76,105,41,360,0,0,1,3,42,64,91,25,112,1044,32,9,1,1
1,1,1,5,0,4,0,0,1,2,0,11,0,0,3,1,1,47,7,2,6,2,38,55,52,1039,0,0,1,3,6,7,51,25,51,592,16,4,1,0
3,2,1,36,1,2,2,6,0,2,1,5,0,1,1,0,0,13,7,1,1,0,84,151,70,660,0,0,1,3,93,260,1,25,88,397,10,3,1,0
3,0,1,16,1,4,0,1,2,5,0,8,1,0,1,3,0,5,0,2,6,1,57,89,53,757,0,0,1,3,76,241,51,25,69,6,0,0,1,0
0,0,2,17,0,4,1,9,2,7,1,9,1,1,1,3,0,33,7,1,1,0,95,145,55,339,0,0,1,3,112,271,51,25,88,846,24,7,1,1
3,0,0,10,0,0,1,9,1,7,0,12,0,0,2,2,1,18,6,1,2,2,17,17,53,1582,0,0,1,3,3,352,51,25,16,0,13,0,1,1
2,1,1,24,0,1,0,7,1,5,0,14,0,1,2,3,0,17,2,1,2,2,37,54,53,1074,0,0,1,3,45,172,51,25,79,7,13,0,4,0
0,1,0,29,0,1,2,1,1,12,1,0,1,1,0,1,1,28,12,1,3,2,27,27,53,1316,0,0,1,3,42,305,51,25,48,0,13,0,1,1
1,1,2,41,1,4,1,1,0,9,1,10,1,1,3,3,0,27,7,0,4,1,27,27,63,1586,0,0,1,3,38,163,51,25,78,128,2,1,1,0
2,0,1,19,0,0,1,7,0,1,0,8,0,1,0,0,1,18,9,0,4,0,96,107,19,57,0,0,1,3,73,320,51,25,88,1063,33,9,1,1
0,1,1,26,1,4,0,3,0,8,1,14,0,1,3,1,1,8,13,2,3,0,20,20,55,1521,0,0,1,3,106,74,25,42,8,277,7,2,0,0
1,0,1,26,0,1,0,8,0,7,1,8,0,1,1,2,0,38,1,0,6,2,27,27,53,1335,0,0,1,3,91,62,51,25,78,0,13,0,1,0
4,2,3,33,0,4,1,5,1,6,0,10,0,0,1,2,0,49,13,1,2,2,20,20,59,1633,0,0,1,3,24,313,25,25,68,0,13,0,1,1
3,0,2,22,0,1,0,11,2,0,1,8,0,0,0,1,1,0,9,2,2,2,9,9,41,1470,0,0,1,3,9,10,84,21,89,302,7,2,1,1
4,1,1,34,1,1,0,11,2,4,0,0,1,2,1,2,0,4,3,0,3,2,44,77,68,1274,0,0,1,3,94,307,63,25,54,722,20,6,1,1
1,1,1,2,1,4,0,5,0,5,1,9,0,1,0,2,0,36,7,2,1,0,84,128,53,433,0,0,1,3,173,261,51,25,88,347,9,2,1,1
2,0,0,36,0,1,1,6,2,4,1,11,1,0,3,3,0,49,10,1,2,2,18,18,51,1483,0,0,1,3,29,304,51,25,34,37,1,0,1,1
