Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,TotalSpent_RM,Num_of_Baskets,Day,Time_Of_The_Day,buyDrink,temp,feelslike,dew,humidity,precip,precipprob,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions
malay,male,fat,34.0,no,no_kids,big,grey,casual,white,short_sleeve,black,long,blankets,3,7,no,25.0,14.0,3.0,Wednesday,Evening,0,25.3,25.3,24.3,94.2,0.0,0.0,,31.7,4.3,23.0,1011.4,89.0,9.3,0.0,1.3,0.0,Partially cloudy
malay,female,moderate,53.0,no,no_kids,big,purple,traditional,,long sleeve,pink,long,clothes,3,7,,31.0,18.0,3.0,Wednesday,Evening,0,25.1,25.1,24.1,94.2,0.0,0.0,,31.7,2.8,15.0,1011.4,89.0,9.1,0.0,1.3,0.0,Partially cloudy
indian,female,moderate,40.0,no,no_kids,big,green,traditional,brown,short_sleeve,black,long,,6,10,no,51.0,14.0,2.0,Wednesday,Evening,1,25.1,25.1,24.1,94.2,0.0,0.0,,31.7,2.7,15.0,1011.4,89.0,9.1,0.0,1.3,0.0,Partially cloudy
malay,male,moderate,29.0,no,no_kids,big,,casual,white,short_sleeve,black,long,blankets,4,8,no,59.0,10.0,2.0,Wednesday,Evening,0,27.0,30.1,24.0,83.57499999999999,0.0,0.0,,31.7,4.5,170.0,1011.4,89.0,9.1,0.8,1.3,0.0,
foreigner ,female,moderate,57.0,no,toddler,small,blue,traditional,blue,long sleeve,green,long,clothes,3,9,no,37.0,15.0,2.0,Thursday,Night,1,25.2,25.2,24.1,93.55,0.0,0.0,,31.7,1.8,223.0,1011.4,89.0,8.1,0.0,1.3,0.0,Partially cloudy
,male,moderate,52.0,yes,no_kids,big,,traditional,green,long sleeve,black,short,,4,9,no,15.0,10.0,1.0,Sunday,Morning,1,27.7,32.4,25.5,88.07,0.0,0.0,,31.7,9.4,306.0,1012.6,89.0,6.6,555.8,2.0,6.0,Partially cloudy
malay,female,fat,37.0,yes,toddler ,small,brown,traditional,blue,long sleeve,blue ,long,,5,7,yes,54.0,13.0,2.0,Wednesday,Night,0,25.7,25.7,24.0,90.51,0.0,0.0,,31.7,1.8,114.0,1011.4,96.4,7.0,0.0,1.3,0.0,Overcast
foreigner ,female,fat,33.0,no,toddler ,small,white,casual,red,short_sleeve,red,short,blankets,4,8,yes,57.0,10.0,3.0,Saturday,Morning,1,25.0,25.0,24.0,94.19,0.0,0.0,,31.7,2.2,53.0,1011.4,89.0,7.1,0.0,1.3,0.0,Partially cloudy
malay,female,,23.0,no,toddler,big,orange,casual,yellow,,green,short,blankets,6,7,,48.0,12.0,2.0,Saturday,Night,0,26.1,26.1,24.9,92.94,0.0,0.0,,31.7,5.8,324.0,1011.4,89.0,8.8,0.0,1.3,0.0,Partially cloudy
chinese,female,moderate,28.0,no,toddler,,,traditional,brown,long sleeve,blue  ,long,blankets,6,7,no,15.0,7.0,1.0,Thursday,Evening,1,26.0,26.0,25.0,94.23,0.0,0.0,,31.7,3.8,161.0,1011.4,89.0,9.0,59.2,0.2,1.0,Partially cloudy
,female,thin,45.0,yes,baby,small,purple,formal,white,long sleeve,purple,short,blankets,4,8,no,53.0,10.0,1.0,Monday,Evening,1,31.9,36.5,22.9,59.02,0.0,0.0,,31.7,11.2,237.0,1011.4,89.0,10.0,130.1,0.5,1.0,Partially cloudy
malay,female,fat,33.0,,toddler,small,white,traditional,black,short_sleeve,orange,long,clothes,3,10,,22.0,9.0,3.0,Tuesday,Morning,0,27.0,30.1,24.0,83.68,0.0,0.0,,31.7,2.5,19.0,1011.4,89.0,8.2,247.3,0.9,2.0,Partially cloudy
malay,female,moderate,59.0,no,young,big,blue,formal,,short_sleeve,brown,short,,3,8,yes,35.0,19.0,2.0,Wednesday,Evening,1,31.0,38.2,25.3,71.87,0.0,0.0,,31.7,15.4,283.0,1011.4,89.0,10.0,70.5,0.3,1.0,Partially cloudy
malay,,thin,60.0,no,young,small,orange,traditional,blue,long sleeve,black ,long,blankets,6,10,no,51.0,16.0,3.0,Friday,Morning,1,26.7,27.8,18.7,61.5,0.0,0.0,,31.7,9.2,40.0,1011.4,89.0,10.0,0.0,1.3,0.0,Partially cloudy
,male,,53.0,no,toddler,big,white,formal,,short_sleeve,white,long,blankets,3,7,no,50.0,17.0,2.0,Tuesday,Afternoon,1,32.9,38.8,23.8,58.83,0.0,0.0,,31.7,5.4,229.0,1011.4,89.0,10.0,432.9,1.6,4.0,Partially cloudy
indian,male,moderate,43.0,no,no_kids,big,green,formal,grey,short_sleeve,,long,clothes,4,7,,30.0,10.0,1.0,Saturday,Afternoon,0,33.8,37.2,21.1,47.59,0.0,0.0,,31.7,8.6,87.0,1012.4,89.0,12.3,891.0,3.2,9.0,Partially cloudy
indian,male,thin,39.0,no,toddler,small,white,formal,blue,long sleeve,yellow,long,clothes,5,8,no,29.0,13.0,3.0,Saturday,Morning,0,30.0,32.8,21.3,59.78,0.0,0.0,,31.7,9.9,47.0,1011.4,89.0,10.0,668.5,2.4,7.0,Partially cloudy
,male,moderate,49.0,yes,young,big,purple,,blue,short_sleeve,blue ,short,clothes,3,9,yes,59.0,19.0,1.0,Sunday,Evening,1,24.1,24.1,23.3,95.47,0.0,0.0,,31.7,7.3,188.0,1009.6,99.3,8.8,96.5,0.3,1.0,Overcast
malay,female,thin,43.0,yes,no_kids,big,blue,,black ,long sleeve,blue_jeans,long,clothes,4,10,no,33.0,13.0,3.0,Thursday,Evening,1,27.3,30.7,24.0,82.12,0.0,0.0,,31.7,4.3,247.0,1011.4,89.0,8.7,48.7,0.2,0.0,Partially cloudy
foreigner ,male,thin,20.0,no,toddler,big,white,formal,,short_sleeve,red,short,,5,9,,55.0,17.0,2.0,Thursday,Afternoon,1,31.0,35.5,23.0,62.5,0.0,0.0,,31.7,7.6,280.0,1011.4,89.0,10.0,399.4,1.4,4.0,Partially cloudy
chinese,female,fat,32.0,no,toddler ,big,pink,formal,yellow,short_sleeve,black ,long,blankets,5,10,no,43.0,10.0,1.0,Saturday,Evening,1,29.0,33.6,24.0,74.51,0.0,0.0,,31.7,12.4,210.0,1011.4,89.0,10.0,58.0,0.2,1.0,Partially cloudy
malay,male,fat,40.0,yes,toddler ,big,,,white,short_sleeve,white,short,clothes,5,9,no,60.0,8.0,2.0,Friday,Afternoon,1,31.9,35.8,22.1,56.45,0.0,0.0,,31.7,14.5,246.0,1011.4,89.0,10.0,569.0,2.0,6.0,Partially cloudy
malay,female,fat,25.0,yes,no_kids,small,white,traditional,,long sleeve,blue ,long,clothes,6,7,,11.0,8.0,2.0,Saturday,Evening,0,31.4,37.6,24.4,66.69,0.0,0.0,,31.7,6.8,340.0,1006.8,89.0,10.7,184.9,0.7,2.0,Partially cloudy
chinese,female,thin,23.0,no,toddler ,big,brown,casual,orange,long sleeve,black,short,blankets,6,8,yes,28.0,19.0,3.0,Saturday,Night,1,27.1,29.3,21.9,73.11,0.0,0.0,,31.7,7.4,8.0,1011.4,89.0,10.0,0.0,1.3,0.0,Partially cloudy
chinese,male,thin,25.0,yes,baby,big,purple,traditional,green,long sleeve,blue_jeans,long,blankets,6,8,no,24.0,17.0,3.0,Saturday,Morning,0,25.9,25.9,23.9,88.87,0.023,100.0,rain,31.7,7.6,327.0,1013.5,89.0,7.1,0.0,1.3,0.0,"Rain, Partially cloudy"
foreigner ,female,fat,21.0,no,young,big,blue,traditional,orange,short_sleeve,yellow,short,blankets,5,10,no,54.0,8.0,1.0,Thursday,Night,1,27.4,30.8,23.8,80.55,0.0,0.0,,31.7,5.5,343.0,1013.9,87.4,10.0,0.0,1.3,0.0,Partially cloudy
chinese,male,fat,38.0,yes,no_kids,big,yellow,formal,yellow,long sleeve,pink,long,blankets,4,9,,45.0,8.0,3.0,Saturday,Morning,1,25.4,25.4,24.0,92.18,0.0,0.0,,31.7,1.8,23.0,1010.1,89.0,7.3,0.0,1.3,0.0,Partially cloudy
malay,male,fat,49.0,no,toddler,big,black,casual,blue,short_sleeve,blue  ,short,,4,10,no,29.0,16.0,2.0,Tuesday,Morning,1,27.1,30.3,23.9,82.53,0.0,0.0,,31.7,5.4,316.0,1011.4,89.0,9.1,453.4,1.6,5.0,Partially cloudy
malay,male,moderate,22.0,yes,young,big,green,casual,,long sleeve,,long,blankets,4,7,yes,21.0,16.0,2.0,Thursday,Afternoon,1,33.6,39.3,23.3,55.05,0.0,0.0,,31.7,6.1,180.0,1008.8,89.0,12.0,603.3,2.2,6.0,Partially cloudy
indian,female,moderate,54.0,,baby,big,black,casual,brown,short_sleeve,blue ,long,blankets,3,7,yes,42.0,10.0,3.0,Thursday,Night,1,26.0,26.0,24.3,90.36,0.0,0.0,,31.7,2.4,46.0,1011.7,89.0,8.3,0.0,1.3,0.0,Partially cloudy
indian,female,moderate,53.0,yes,no_kids,big,grey,traditional,black,long sleeve,blue ,short,blankets,3,10,no,44.0,19.0,2.0,Monday,Afternoon,1,32.7,38.8,24.0,60.45,0.0,0.0,,31.7,17.9,247.0,1011.4,89.0,10.0,310.1,1.1,3.0,Partially cloudy
,male,moderate,57.0,no,young,,white,casual,black,long sleeve,blue  ,long,clothes,4,8,no,37.0,10.0,3.0,Friday,Morning,1,24.2,24.2,22.9,92.19,0.0,0.0,,31.7,2.7,70.0,1011.4,89.0,4.7,46.0,0.2,0.0,Partially cloudy
indian,female,fat,40.0,yes,baby,small,,,orange,short_sleeve,black ,long,,5,9,yes,26.0,18.0,2.0,Monday,Night,1,28.0,31.3,23.0,74.3,0.0,0.0,,31.7,3.0,230.0,1011.4,89.0,10.0,0.0,1.3,0.0,Partially cloudy
malay,female,moderate,59.0,,no_kids,big,yellow,formal,yellow,long sleeve,pink,short,clothes,3,8,yes,11.0,13.0,2.0,Thursday,Evening,1,30.7,34.7,22.7,62.35,0.0,0.0,,31.7,9.9,340.0,1011.4,89.0,9.3,81.9,0.3,1.0,Partially cloudy
chinese,male,fat,42.0,no,no_kids,big,yellow,casual,,,yellow,short,clothes,3,9,yes,19.0,17.0,3.0,Sunday,Night,0,25.9,25.9,24.8,93.58,0.0,0.0,,31.7,2.7,39.0,1011.4,89.0,10.0,0.0,1.3,0.0,Partially cloudy
malay,male,thin,47.0,no,no_kids,small,purple,casual,,long sleeve,yellow,long,blankets,3,10,yes,60.0,21.0,2.0,Wednesday,Morning,1,29.1,33.6,23.8,73.12,0.0,0.0,,31.7,6.1,107.0,1012.2,89.0,12.3,745.3,2.7,7.0,Partially cloudy
chinese,male,thin,24.0,no,baby,big,black,traditional,orange,long sleeve,,short,,3,7,no,49.0,20.0,2.0,Sunday,Afternoon,0,32.7,36.7,22.0,53.56,0.0,0.0,,31.7,17.7,264.0,1010.6,88.4,11.0,287.6,1.0,3.0,Partially cloudy
,female,thin,60.0,no,toddler ,small,blue,formal,red,long sleeve,red,long,clothes,6,10,no,17.0,7.0,3.0,Saturday,Night,0,28.0,31.9,24.0,78.92,0.0,0.0,,31.7,4.2,50.0,1011.4,89.0,9.3,0.0,1.3,0.0,Partially cloudy
chinese,male,thin,47.0,no,toddler,big,white,,black,short_sleeve,blue  ,long,blankets,6,9,yes,22.0,12.0,3.0,Tuesday,Afternoon,1,27.3,30.4,23.3,78.73,0.0,0.0,,31.7,11.2,280.0,1011.4,89.0,9.7,149.0,0.5,1.0,Partially cloudy
malay,male,moderate,32.0,no,young,big,black,formal,green,,blue,long,,4,7,yes,52.0,14.0,2.0,Wednesday,Afternoon,1,30.9,34.5,22.0,59.25,0.0,0.0,,31.7,9.2,248.0,1010.2,88.4,12.4,305.4,1.1,3.0,Partially cloudy
malay,male,fat,34.0,yes,no_kids,small,yellow,formal,orange,short_sleeve,blue  ,long,clothes,3,10,yes,36.0,7.0,2.0,Sunday,Afternoon,1,30.9,36.5,24.0,66.72,0.0,0.0,,31.7,11.0,253.0,1011.6,89.0,11.0,514.3,1.9,5.0,Partially cloudy
malay,male,fat,42.0,,toddler,small,green,casual,green,long sleeve,white,short,blankets,5,8,no,51.0,18.0,2.0,Sunday,Afternoon,1,30.9,36.5,24.0,66.72,0.0,0.0,,31.7,11.0,253.0,1011.6,89.0,11.0,514.3,1.9,5.0,Partially cloudy
chinese,male,,25.0,no,no_kids,small,brown,casual,brown,short_sleeve,yellow,short,blankets,3,8,yes,37.0,7.0,3.0,Tuesday,Morning,1,30.9,35.6,23.2,63.8,0.0,0.0,,31.7,3.6,105.0,1011.4,89.0,10.0,601.5,2.2,6.0,Partially cloudy
malay,female,fat,54.0,,toddler ,big,yellow,traditional,red,short_sleeve,black,short,blankets,5,7,yes,20.0,12.0,3.0,Saturday,Morning,0,30.0,34.9,23.8,69.32,0.0,0.0,,31.7,5.3,87.0,1011.4,89.0,10.0,674.8,2.4,7.0,Partially cloudy
indian,male,thin,53.0,yes,baby,small,brown,traditional,red,short_sleeve,red,short,clothes,4,7,,51.0,7.0,1.0,Saturday,Evening,1,29.0,32.9,23.2,71.1,0.0,0.0,,31.7,10.5,270.0,1011.4,89.0,10.0,0.6,0.0,0.0,Partially cloudy
indian,male,thin,45.0,no,baby,big,brown,formal,white,long sleeve,purple,short,,5,10,yes,39.0,7.0,1.0,Thursday,Morning,0,25.0,25.0,23.0,88.68,0.0,0.0,,31.7,3.7,3.0,1011.4,88.0,7.3,0.0,1.3,0.0,Partially cloudy
indian,,,45.0,no,toddler ,small,,formal,white,short_sleeve,blue  ,long,clothes,3,10,no,59.0,11.0,2.0,Thursday,Night,1,26.0,26.0,24.7,92.39,0.0,0.0,,31.7,3.7,15.0,1011.4,89.0,8.7,0.0,1.3,0.0,Partially cloudy
foreigner ,,fat,24.0,no,toddler,big,blue,casual,blue,short_sleeve,blue  ,short,blankets,4,8,yes,40.0,7.0,3.0,Wednesday,Morning,1,29.9,34.0,23.0,66.62,0.0,0.0,,31.7,3.6,76.0,1011.4,89.0,10.0,519.3,1.9,5.0,Partially cloudy
malay,female,thin,40.0,no,toddler ,,,casual,orange,short_sleeve,blue,short,clothes,6,8,no,12.0,8.0,3.0,Saturday,Afternoon,0,31.9,35.9,22.2,56.73,0.0,0.0,,31.7,5.7,357.0,1011.4,89.0,10.0,493.5,1.8,5.0,Partially cloudy
,male,fat,59.0,yes,no_kids,small,,casual,black,short_sleeve,green,short,blankets,4,7,no,57.0,12.0,2.0,Friday,Morning,1,25.0,25.0,23.4,90.4,0.0,0.0,,31.7,7.3,310.0,1014.1,89.0,8.0,0.0,1.3,0.0,Partially cloudy
foreigner ,male,fat,40.0,no,baby,small,,traditional,orange,long sleeve,grey,short,blankets,3,10,no,39.0,17.0,1.0,Saturday,Evening,1,28.1,32.2,24.1,78.94,0.0,0.0,,31.7,3.8,330.0,1011.4,89.0,10.0,0.6,0.0,0.0,Partially cloudy
chinese,,moderate,34.0,no,no_kids,big,blue,casual,black ,short_sleeve,blue ,short,clothes,6,8,no,48.0,21.0,2.0,Thursday,Night,1,26.9,29.9,24.0,84.25,0.0,0.0,,31.7,2.2,39.0,1011.4,89.0,5.6,0.0,1.3,0.0,Partially cloudy
foreigner ,female,moderate,57.0,no,young,small,yellow,traditional,,short_sleeve,,short,clothes,3,8,no,30.0,17.0,1.0,Tuesday,Evening,1,26.5,26.5,24.2,87.57,0.0,0.0,,31.7,5.9,270.0,1011.4,98.7,6.5,0.6,0.0,0.0,Overcast
chinese,male,thin,24.0,yes,no_kids,small,blue,,purple,short_sleeve,yellow,short,clothes,3,8,,48.0,8.0,1.0,Sunday,Afternoon,1,33.9,40.7,24.1,56.62,0.0,0.0,,31.7,8.0,153.0,1010.1,89.0,12.7,625.5,2.3,6.0,Partially cloudy
,female,fat,40.0,yes,toddler,big,yellow,casual,grey,long sleeve,yellow,long,blankets,4,10,yes,17.0,7.0,3.0,Monday,Evening,1,31.0,36.4,23.9,65.92,0.0,0.0,,31.7,9.1,25.0,1011.4,89.0,10.0,0.5,0.0,0.0,Partially cloudy
indian,male,thin,30.0,yes,young,,orange,traditional,purple,long sleeve,purple,short,blankets,5,8,no,41.0,10.0,3.0,Tuesday,Morning,0,25.9,25.9,23.9,88.75,0.0,0.0,,31.7,4.1,303.0,1011.4,89.0,7.3,33.5,0.1,0.0,Partially cloudy
foreigner ,female,moderate,52.0,no,no_kids,small,pink,traditional,white,,grey,short,blankets,6,10,yes,37.0,10.0,1.0,Monday,Morning,1,25.3,25.3,24.0,92.36,0.0,0.0,,31.7,1.2,360.0,1011.4,89.0,8.0,0.0,1.3,0.0,Partially cloudy
malay,female,,41.0,no,young,small,,formal,,short_sleeve,grey,long,clothes,4,7,yes,22.0,13.0,3.0,Tuesday,Morning,0,24.1,24.1,23.8,97.64,0.0,0.0,,31.7,2.2,320.0,1011.0,88.4,9.5,149.8,0.5,1.0,Partially cloudy
malay,male,thin,55.0,,no_kids,small,purple,formal,white,short_sleeve,blue,short,clothes,6,7,no,55.0,13.0,2.0,Tuesday,Evening,1,25.6,25.6,24.0,91.16,0.0,0.0,,31.7,7.6,56.0,1009.0,89.0,6.5,110.1,0.4,1.0,Partially cloudy
foreigner ,,fat,28.0,no,toddler ,small,blue,traditional,pink,long sleeve,grey,long,clothes,5,7,no,13.0,17.0,2.0,Wednesday,Afternoon,1,31.9,39.8,25.6,69.18,0.0,0.0,,31.7,16.6,211.0,1012.3,87.4,8.6,801.0,2.9,8.0,Partially cloudy
foreigner ,female,moderate,55.0,yes,toddler,small,purple,,yellow,long sleeve,blue ,short,clothes,4,8,,41.0,9.0,1.0,Saturday,Night,1,25.3,25.3,22.3,83.57,0.0,0.0,,31.7,3.8,1.0,1013.9,89.0,9.1,0.0,1.3,0.0,Partially cloudy
malay,male,thin,57.0,no,no_kids,small,brown,formal,brown,short_sleeve,pink,long,clothes,5,7,no,17.0,11.0,2.0,Sunday,Morning,1,25.1,25.1,24.0,93.54,0.0,0.0,,31.7,0.9,4.0,1011.4,89.0,8.2,0.0,1.3,0.0,Partially cloudy
indian,female,moderate,55.0,no,toddler ,big,brown,,white,short_sleeve,yellow,short,clothes,3,9,no,17.0,13.0,1.0,Friday,Morning,1,26.0,26.0,23.7,87.33,0.0,0.0,,31.7,1.5,14.0,1011.4,89.0,4.8,40.5,0.1,0.0,Partially cloudy
foreigner ,female,fat,47.0,no,young,small,blue,formal,grey,long sleeve,white,long,blankets,5,10,yes,31.0,15.0,1.0,Friday,Morning,0,29.0,32.0,21.9,65.46,0.0,0.0,,31.7,5.2,190.0,1013.6,89.0,12.2,666.0,2.4,7.0,Partially cloudy
chinese,male,fat,55.0,yes,baby,small,orange,traditional,black ,long sleeve,black,long,,4,7,yes,48.0,9.0,2.0,Thursday,Evening,1,27.7,31.2,23.8,79.58,0.93,100.0,rain,31.7,2.2,119.0,1010.9,89.0,10.0,0.0,1.3,0.0,"Rain, Partially cloudy"
malay,female,moderate,35.0,yes,toddler ,small,orange,casual,green,short_sleeve,white,long,blankets,3,10,no,36.0,19.0,2.0,Saturday,Evening,1,25.1,25.1,24.0,93.54,0.0,0.0,,31.7,2.5,67.0,1011.4,89.0,6.5,0.0,1.3,0.0,Partially cloudy
foreigner ,female,fat,22.0,,toddler ,,brown,,grey,long sleeve,blue,long,blankets,5,8,no,21.0,14.0,3.0,Tuesday,Morning,1,25.2,25.2,23.7,91.77,0.0,0.0,,31.7,2.0,354.0,1011.7,88.4,6.2,192.8,0.7,2.0,Partially cloudy
malay,female,moderate,28.0,yes,toddler ,small,,casual,orange,short_sleeve,white,long,,4,8,yes,36.0,14.0,3.0,Thursday,Afternoon,1,33.7,41.6,25.0,60.4,0.0,0.0,,31.7,12.5,219.0,1011.4,89.0,10.0,586.8,2.1,6.0,Partially cloudy
chinese,male,fat,47.0,,young,small,red,traditional,white,short_sleeve,green,short,blankets,5,8,yes,58.0,11.0,2.0,Friday,Afternoon,0,29.6,33.6,23.1,68.33,0.377,100.0,rain,31.7,3.2,313.0,1013.9,89.0,12.2,611.8,2.2,6.0,"Rain, Partially cloudy"
malay,male,fat,20.0,no,no_kids,,black,formal,brown,long sleeve,,short,clothes,4,10,,36.0,17.0,3.0,Wednesday,Evening,0,28.8,34.1,25.0,80.13,0.0,0.0,,31.7,8.9,182.0,1011.4,89.0,10.0,0.6,0.0,0.0,Partially cloudy
foreigner ,male,fat,18.0,no,toddler ,small,orange,casual,yellow,long sleeve,white,short,blankets,3,7,no,29.0,19.0,2.0,Thursday,Morning,1,24.3,24.3,23.0,92.28,0.0,0.0,,31.7,3.0,297.0,1011.4,88.0,9.3,0.0,1.3,0.0,Partially cloudy
indian,,fat,25.0,no,no_kids,,blue,traditional,yellow,short_sleeve,black,short,blankets,5,7,yes,29.0,10.0,2.0,Monday,Afternoon,1,32.1,37.9,23.9,61.87,0.0,0.0,,31.7,13.0,229.0,1011.4,89.0,10.0,545.0,2.0,5.0,Partially cloudy
chinese,male,fat,40.0,yes,baby,small,red,traditional,green,,purple,short,blankets,5,9,yes,51.0,19.0,3.0,Wednesday,Morning,1,27.0,29.6,23.0,78.78,0.0,0.0,,31.7,3.6,282.0,1011.4,89.0,10.0,390.8,1.4,4.0,Partially cloudy
indian,,moderate,35.0,yes,baby,big,,,green,long sleeve,,short,clothes,3,7,yes,26.0,21.0,2.0,Tuesday,Morning,1,25.9,25.9,24.0,89.25,0.0,0.0,,31.7,0.9,12.0,1013.3,88.4,7.3,227.4,0.8,2.0,Partially cloudy
indian,female,fat,47.0,no,baby,big,purple,traditional,blue,long sleeve,pink,long,clothes,4,8,yes,42.0,20.0,2.0,Saturday,Morning,1,30.9,36.4,24.0,66.82,0.0,0.0,,31.7,7.1,301.0,1011.4,89.0,10.0,413.3,1.5,4.0,Partially cloudy
indian,female,fat,47.0,yes,baby,,,casual,orange,long sleeve,blue_jeans,short,clothes,3,8,yes,36.0,21.0,2.0,Saturday,Night,0,26.2,26.2,24.9,92.3,0.0,0.0,,31.7,1.3,12.0,1011.4,89.0,7.3,0.0,1.3,0.0,Partially cloudy
chinese,,,53.0,no,baby,small,pink,casual,white,long sleeve,pink,short,blankets,3,8,no,12.0,11.0,1.0,Sunday,Evening,1,29.0,32.1,22.1,66.45,0.0,0.0,,31.7,7.3,260.0,1012.5,89.0,10.0,0.0,1.3,0.0,Partially cloudy
chinese,female,fat,27.0,yes,young,small,red,formal,green,short_sleeve,,short,clothes,4,8,no,43.0,8.0,1.0,Tuesday,Morning,0,26.9,29.8,23.8,83.08,0.0,0.0,,31.7,3.1,339.0,1011.4,89.0,8.2,0.0,1.3,0.0,Partially cloudy
malay,male,moderate,29.0,no,toddler,small,red,traditional,green,long sleeve,white,long,blankets,4,8,no,49.0,17.0,2.0,Tuesday,Morning,1,24.0,24.0,23.0,94.15,0.0,0.0,,31.7,1.8,315.0,1011.4,89.0,8.0,22.6,0.1,0.0,Partially cloudy
indian,female,thin,22.0,no,young,big,white,traditional,purple,long sleeve,red,long,blankets,5,7,no,24.0,21.0,3.0,Tuesday,Afternoon,1,31.9,37.6,23.9,62.94,0.023,100.0,rain,31.7,7.3,253.0,1010.4,89.0,11.9,589.8,2.1,6.0,"Rain, Partially cloudy"
malay,male,fat,59.0,yes,toddler ,small,purple,formal,red,short_sleeve,grey,long,,6,8,yes,59.0,7.0,2.0,Saturday,Morning,1,24.9,24.9,23.9,94.16,0.0,0.0,,31.7,4.1,322.0,1011.2,89.0,7.3,0.0,1.3,0.0,Partially cloudy
foreigner ,female,moderate,54.0,yes,toddler ,small,pink,casual,purple,long sleeve,white,short,clothes,3,8,no,59.0,18.0,3.0,Sunday,Morning,1,24.7,24.7,23.8,94.61,0.0,0.0,,31.7,3.2,341.0,1009.6,89.0,3.7,0.0,1.3,0.0,Partially cloudy
indian,female,thin,40.0,yes,toddler ,small,grey,casual,purple,short_sleeve,blue  ,short,blankets,3,10,yes,33.0,7.0,2.0,Tuesday,Night,1,26.3,26.3,23.1,82.87,0.0,0.0,,31.7,4.3,3.0,1011.6,89.0,10.0,0.0,1.3,0.0,Partially cloudy
malay,male,thin,38.0,yes,no_kids,big,white,traditional,grey,long sleeve,brown,short,blankets,3,10,no,38.0,9.0,2.0,Tuesday,Morning,1,25.0,25.0,22.3,85.2,0.0,0.0,,31.7,2.4,356.0,1011.4,89.0,6.6,0.0,1.3,0.0,Partially cloudy
malay,,,20.0,yes,no_kids,small,grey,formal,yellow,,grey,short,clothes,4,10,no,57.0,16.0,3.0,Sunday,Night,1,25.1,25.1,23.0,88.07,0.0,0.0,,31.7,0.2,12.0,1011.4,89.0,10.0,0.0,1.3,0.0,Partially cloudy
indian,male,moderate,41.0,yes,toddler ,small,white,traditional,red,long sleeve,black,long,clothes,6,8,yes,36.0,12.0,1.0,Sunday,Afternoon,1,29.3,33.1,22.9,68.67,0.0,0.0,,31.7,13.0,23.0,1008.0,89.0,9.7,148.6,0.5,1.0,Partially cloudy
foreigner ,female,thin,24.0,no,no_kids,big,green,casual,blue,short_sleeve,blue ,short,clothes,3,10,yes,41.0,7.0,2.0,Monday,Morning,1,25.0,25.0,24.0,94.19,0.0,0.0,,31.7,3.6,312.0,1011.4,89.0,8.2,0.0,1.3,0.0,Partially cloudy
malay,male,,20.0,no,young,small,pink,,purple,long sleeve,orange,long,clothes,4,9,,13.0,19.0,3.0,Sunday,Morning,1,25.0,25.0,23.9,93.54,0.0,0.0,,31.7,2.0,292.0,1011.4,89.0,8.2,0.0,1.3,0.0,Partially cloudy
,,fat,24.0,yes,toddler,big,brown,formal,pink,short_sleeve,purple,long,clothes,4,7,,31.0,17.0,1.0,Sunday,Evening,0,29.7,35.9,25.1,76.4,0.0,0.0,,31.7,11.9,257.0,1011.4,89.0,9.7,70.9,0.3,1.0,Partially cloudy
chinese,male,thin,28.0,no,no_kids,small,,,yellow,long sleeve,pink,short,blankets,3,7,yes,46.0,11.0,3.0,Friday,Evening,1,27.7,32.0,25.0,85.47,0.0,0.0,,31.7,4.8,180.0,1011.4,89.0,8.0,0.8,0.0,0.0,Partially cloudy
chinese,male,fat,45.0,yes,young,small,purple,traditional,black,short_sleeve,yellow,long,,6,9,no,28.0,13.0,3.0,Monday,Morning,1,25.0,25.0,23.9,93.39,0.08,100.0,rain,31.7,0.7,327.0,1011.7,89.0,6.5,0.0,1.3,0.0,"Rain, Partially cloudy"
foreigner ,female,moderate,23.0,no,toddler ,small,pink,traditional,pink,short_sleeve,pink,long,clothes,5,9,yes,53.0,10.0,2.0,Friday,Evening,0,25.0,25.0,24.0,94.19,0.0,0.0,,31.7,10.5,320.0,1011.4,89.0,7.3,0.0,1.3,0.0,Partially cloudy
indian,male,fat,21.0,,no_kids,small,brown,traditional,,long sleeve,purple,short,blankets,5,9,no,16.0,16.0,2.0,Wednesday,Night,1,27.0,29.3,22.3,75.64,0.0,0.0,,31.7,3.6,124.0,1011.4,89.0,10.0,0.0,1.3,0.0,Partially cloudy
foreigner ,male,moderate,48.0,no,toddler,big,purple,casual,grey,short_sleeve,blue_jeans,short,blankets,4,9,,32.0,17.0,1.0,Wednesday,Morning,1,25.1,25.1,23.2,89.31,0.0,0.0,,31.7,3.8,194.0,1012.2,89.6,8.9,131.9,0.5,1.0,Partially cloudy
malay,male,fat,58.0,,young,small,pink,traditional,,short_sleeve,blue_jeans,short,blankets,6,10,yes,11.0,16.0,3.0,Monday,Morning,1,24.0,24.0,22.8,92.78,0.0,0.0,,31.7,1.0,9.0,1010.2,89.0,7.4,0.0,1.3,0.0,Partially cloudy
